Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,Station,Year,Date,Time In,Time Out,Bait,Vis,FOV Bias,Habitat,Family,Genus,Species,Code,MaxN,Has fed
00003.MTS,6854,53.4187,Bottom Time,44.0807,SA_01,NWM,18.4,,SA01.040718,2018,04/07/2018,08:13,09:15,Mackerel,3,2,Gravel,Callionmidae,Callionymus,lyra,DRA,1,No
00004.MTS,1138,65.824,Bottom Time,56.486,SA_01,NWM,18.4,,SA01.040718,2018,04/07/2018,08:13,09:15,Mackerel,3,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
00003.MTS,14955,58.8193,Bottom Time,49.4813,SA_01,NWM,18.4,,SA01.040718,2018,04/07/2018,08:13,09:15,Mackerel,3,2,Gravel,Gadidae,Merlangius,merlangus,WHI,2,No
00003.MTS,22582,63.904,Bottom Time,54.566,SA_01,NWM,18.4,,SA01.040718,2018,04/07/2018,08:13,09:15,Mackerel,3,2,Gravel,Paguridae,Pagurus,bernhardus,HRC,1,No
00001.MTS,2682,18.2,Bottom Time,8.862,SA_01,NWM,18.4,,SA01.040718,2018,04/07/2018,08:13,09:15,Mackerel,3,2,Gravel,Pleuronectidae,Limanda,limanda,CDA,3,No
00003.MTS,8827,54.734,Bottom Time,45.396,SA_01,NWM,18.4,,SA01.040718,2018,04/07/2018,08:13,09:15,Mackerel,3,2,Gravel,Semaeostomeae,Cyanea,capillata,LOM,1,No
00001.MTS,1639,17.5047,Bottom Time,8.1667,SA_01,NWM,18.4,,SA01.040718,2018,04/07/2018,08:13,09:15,Mackerel,3,2,Gravel,Triglidae,Eutrigla,gurnardus,GGU,1,No
00000.MTS,27139,18.0927,Bottom Time,6.5267,SA_02,NWM,32.2,Right cam focus lost,SA02.040718,2018,04/07/2018,08:32,09:49,Mackerel,1,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
00001.MTS,14307,46.8453,Bottom Time,35.2793,SA_02,NWM,32.2,Right cam focus lost,SA02.040718,2018,04/07/2018,08:32,09:49,Mackerel,1,2,Mud,Gadidae,Merlangius,merlangus,WHI,3,No
00001.MTS,27637,55.732,Bottom Time,44.166,SA_02,NWM,32.2,Right cam focus lost,SA02.040718,2018,04/07/2018,08:32,09:49,Mackerel,1,2,Mud,Gadidae,Trispoterus,minutus,PCO,4,No
00000.MTS,19180,12.7867,Bottom Time,1.2207,SA_02,NWM,32.2,Right cam focus lost,SA02.040718,2018,04/07/2018,08:32,09:49,Mackerel,1,2,Mud,Ophiothricidae,Ophiothrix,fragilis,CBS,1,No
00000.MTS,18377,12.2513,Bottom Time,0.6853,SA_02,NWM,32.2,Right cam focus lost,SA02.040718,2018,04/07/2018,08:32,09:49,Mackerel,1,2,Mud,Paguridae,Pagurus,bernhardus,HRC,1,No
00001.MTS,14500,46.974,Bottom Time,35.408,SA_02,NWM,32.2,Right cam focus lost,SA02.040718,2018,04/07/2018,08:32,09:49,Mackerel,1,2,Mud,Pleuronectidae,Limanda,limanda,CDA,2,No
00001.MTS,10985,44.6307,Bottom Time,33.0647,SA_02,NWM,32.2,Right cam focus lost,SA02.040718,2018,04/07/2018,08:32,09:49,Mackerel,1,2,Mud,Portunidae,Carcinus,maenas,SHC,1,No
00001.MTS,13957,46.612,Bottom Time,35.046,SA_02,NWM,32.2,Right cam focus lost,SA02.040718,2018,04/07/2018,08:32,09:49,Mackerel,1,2,Mud,Triglidae,Eutrigla,gurnardus,GGU,1,No
00001.MTS,31449,58.2893,Bottom Time,49.4227,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Callionmidae,Callionymus,lyra,DRA,1,No
00000.MTS,25010,16.6733,Bottom Time,7.8067,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Cancridae,Cancer,pagurus,BRC,1,No
00000.MTS,13897,9.2647,Bottom Time,0.398,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Gadidae,Gadus,morhua,COD,10,No
00001.MTS,23046,52.6873,Bottom Time,43.8207,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Gadidae,Merlangius,merlangus,WHI,9,No
00000.MTS,47743,31.8287,Bottom Time,22.962,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Gadidae,Trispoterus,minutus,PCO,5,No
00001.MTS,39681,63.7773,Bottom Time,54.9107,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Paguridae,Pagurus,bernhardus,HRC,2,No
00000.MTS,17493,11.662,Bottom Time,2.7953,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Pectinidae,Aequipecten,opercularis,QSC,3,No
00001.MTS,3645,39.7533,Bottom Time,30.8867,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Pleuronectidae,Pleuronectes,platessa,PLA,1,No
00001.MTS,36515,61.6667,Bottom Time,52.8,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Portunidae,Carcinus,maenas,SHC,3,No
00000.MTS,44655,29.77,Bottom Time,20.9033,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Portunidae,Necora,puber,VSC,1,No
00001.MTS,33739,59.816,Bottom Time,50.9493,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Scyliorhinidae,Scyliorhinus,canicula,LSD,3,No
00001.MTS,15008,47.3287,Bottom Time,38.462,SA_03,NWM,8.32,,SA03.040718,2018,04/07/2018,08:52,10:19,Mackerel,2,2,Algae,Triglidae,Eutrigla,gurnardus,GGU,1,No
00005.MTS,17094,11.396,Bottom Time,5.8973,SA_04,NWM,21.1,,SA04.040718,2018,04/07/2018,09:37,10:50,Mackerel,3,2,AGP,Callionmidae,Callionymus,lyra,DRA,1,No
00007.MTS,16333,43.5193,Bottom Time,38.0207,SA_04,NWM,21.1,,SA04.040718,2018,04/07/2018,09:37,10:50,Mackerel,3,2,AGP,Cancridae,Cancer,pagurus,BRC,1,No
00007.MTS,291,32.8247,Bottom Time,27.326,SA_04,NWM,21.1,,SA04.040718,2018,04/07/2018,09:37,10:50,Mackerel,3,2,AGP,Cionidae,Ciona,intestinalis,VTC,9,No
00005.MTS,12087,8.058,Bottom Time,2.5593,SA_04,NWM,21.1,,SA04.040718,2018,04/07/2018,09:37,10:50,Mackerel,3,2,AGP,Gadidae,Gadus,morhua,COD,1,No
00007.MTS,2520,34.3107,Bottom Time,28.812,SA_04,NWM,21.1,,SA04.040718,2018,04/07/2018,09:37,10:50,Mackerel,3,2,AGP,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
00009.MTS,541,65.4307,Bottom Time,59.932,SA_04,NWM,21.1,,SA04.040718,2018,04/07/2018,09:37,10:50,Mackerel,3,2,AGP,Gadidae,Trispoterus,minutus,PCO,1,No
00006.MTS,42,16.4353,Bottom Time,10.9367,SA_04,NWM,21.1,,SA04.040718,2018,04/07/2018,09:37,10:50,Mackerel,3,2,AGP,Pleuronectidae,Limanda,limanda,CDA,2,No
00003.MTS,11755,7.8367,Bottom Time,0.1747,SA_05,NWM,32.4,,SA05.040718,2018,04/07/2018,10:05,11:18,Mackerel,2,2,Gravel,Echinidae,Echinus,esculentus,CSU,2,No
00003.MTS,12836,8.5573,Bottom Time,0.8953,SA_05,NWM,32.4,,SA05.040718,2018,04/07/2018,10:05,11:18,Mackerel,2,2,Gravel,Gadidae,Gadus,morhua,COD,7,No
00003.MTS,13124,8.7493,Bottom Time,1.0873,SA_05,NWM,32.4,,SA05.040718,2018,04/07/2018,10:05,11:18,Mackerel,2,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
00004.MTS,3223,39.4273,Bottom Time,31.7653,SA_05,NWM,32.4,,SA05.040718,2018,04/07/2018,10:05,11:18,Mackerel,2,2,Gravel,Gadidae,Merlangius,merlangus,WHI,1,No
00004.MTS,15318,47.4907,Bottom Time,39.8287,SA_05,NWM,32.4,,SA05.040718,2018,04/07/2018,10:05,11:18,Mackerel,2,2,Gravel,Gadidae,Trispoterus,minutus,PCO,7,No
00004.MTS,46658,68.384,Bottom Time,60.722,SA_05,NWM,32.4,,SA05.040718,2018,04/07/2018,10:05,11:18,Mackerel,2,2,Gravel,Galatheidae,Munida,rugosa,SQL,7,No
00004.MTS,30793,57.8073,Bottom Time,50.1453,SA_05,NWM,32.4,,SA05.040718,2018,04/07/2018,10:05,11:18,Mackerel,2,2,Gravel,Paguridae,Pagurus,bernhardus,HRC,1,No
00003.MTS,7182,4.788,Bottom Time,0,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Buccinidae,Buccinum,undatum,WLK,1,No
00004.MTS,8068,42.7533,Bottom Time,37.9653,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Cancridae,Cancer,pagurus,BRC,1,No
00004.MTS,18222,49.5227,Bottom Time,44.7347,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Gadidae,Gadus,morhua,COD,10,No
00003.MTS,13809,9.206,Bottom Time,4.418,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Gobiidae,Pomatoschistus,pictus,PGO,1,No
00004.MTS,17115,48.7847,Bottom Time,43.9967,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Paguridae,Pagurus,bernhardus,HRC,1,No
00003.MTS,7293,4.862,Bottom Time,0.074,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Pectinidae,Aequipecten,opercularis,QSC,2,No
00004.MTS,27032,55.396,Bottom Time,50.608,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Portunidae,Carcinus,maenas,SHC,1,No
00004.MTS,32808,59.2467,Bottom Time,54.4587,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00004.MTS,12401,45.642,Bottom Time,40.854,SA_06,NWM,6.53,,SA06.040718,2018,04/07/2018,10:40,11:43,Mackerel,3,2,AGP,Triglidae,Eutrigla,gurnardus,GGU,1,No
00015.MTS,1282,82.114,Bottom Time,77.406,SA_07,NWM,23.6,,SA07.040718,2018,04/07/2018,11:09,11:31,Mackerel,3,2,Gravel,Asteriidae,Asterias,rubens,CSF,1,No
00014.MTS,19377,77.9633,Bottom Time,73.2553,SA_07,NWM,23.6,,SA07.040718,2018,04/07/2018,11:09,11:31,Mackerel,3,2,Gravel,Callionmidae,Callionymus,lyra,DRA,2,No
00010.MTS,7154,4.7693,Bottom Time,0.0613,SA_07,NWM,23.6,,SA07.040718,2018,04/07/2018,11:09,11:31,Mackerel,3,2,Gravel,Echinidae,Echinus,esculentus,CSU,2,No
00012.MTS,18577,44.9987,Bottom Time,40.2907,SA_07,NWM,23.6,,SA07.040718,2018,04/07/2018,11:09,11:31,Mackerel,3,2,Gravel,Gadidae,Gadus,morhua,COD,12,No
00014.MTS,21274,79.228,Bottom Time,74.52,SA_07,NWM,23.6,,SA07.040718,2018,04/07/2018,11:09,11:31,Mackerel,3,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
00014.MTS,10912,72.32,Bottom Time,67.612,SA_07,NWM,23.6,,SA07.040718,2018,04/07/2018,11:09,11:31,Mackerel,3,2,Gravel,Paguridae,Pagurus,bernhardus,HRC,1,No
00010.MTS,7154,4.7693,Bottom Time,0.0613,SA_07,NWM,23.6,,SA07.040718,2018,04/07/2018,11:09,11:31,Mackerel,3,2,Gravel,Solasteridae,Crossaster,papposus,SSR,1,No
00013.MTS,13158,57.594,Bottom Time,52.886,SA_07,NWM,23.6,,SA07.040718,2018,04/07/2018,11:09,11:31,Mackerel,3,2,Gravel,Triglidae,Eutrigla,gurnardus,GGU,1,No
00006.MTS,9695,6.4633,Bottom Time,0.3547,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Asterinidae,Asterina,gibbosa,CSR,1,No
00007.MTS,35709,61.0593,Bottom Time,54.9507,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Callionmidae,Callionymus,lyra,DRA,2,No
00007.MTS,10765,44.43,Bottom Time,38.3213,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Cancridae,Cancer,pagurus,BRC,1,No
00007.MTS,13788,46.4453,Bottom Time,40.3367,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Gadidae,Gadus,morhua,COD,2,No
00007.MTS,43502,66.2547,Bottom Time,60.146,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
00006.MTS,43796,29.1973,Bottom Time,23.0887,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Gadidae,Trispoterus,minutus,PCO,1,No
00007.MTS,23127,52.6713,Bottom Time,46.5627,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Galatheidae,Munida,rugosa,SQL,1,No
00006.MTS,39230,26.1533,Bottom Time,20.0447,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Paguridae,Pagurus,bernhardus,HRC,1,No
00006.MTS,36358,24.2387,Bottom Time,18.13,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Pleuronectidae,Limanda,limanda,CDA,1,No
00007.MTS,30502,57.588,Bottom Time,51.4793,SA_08,NWM,31.7,Right cam focus lost,SA08.040718,2018,04/07/2018,11:35,12:41,Mackerel,2,2,AGP,Triglidae,Eutrigla,gurnardus,GGU,1,No
00006.MTS,44667,67.0653,Bottom Time,61.2207,SA_09,NWM,6.73,,SA09.040718,2018,04/07/2018,11:56,13:01,Mackerel,3,2,AGP,Gadidae,Gadus,morhua,COD,6,No
00005.MTS,22148,14.7653,Bottom Time,8.9207,SA_09,NWM,6.73,,SA09.040718,2018,04/07/2018,11:56,13:01,Mackerel,3,2,AGP,Labridae,Centrolabrus,exoletus,RCO,1,No
00006.MTS,40572,64.3353,Bottom Time,58.4907,SA_09,NWM,6.73,,SA09.040718,2018,04/07/2018,11:56,13:01,Mackerel,3,2,AGP,Labridae,Ctenolabrus,rupestris,GOW,2,No
00000.MTS,15106,10.0707,Bottom Time,4.3087,SA_10,NWM,5.9,,SA10.050718,2018,05/07/2018,08:43,09:57,Mackerel,3,2,Sand,Ammodytidae,Ammodytes,tobianus,LSE,1,No
00000.MTS,6880,4.5867,Landing Time,1.828,SA_10,NWM,5.9,,SA10.050718,2018,05/07/2018,08:43,09:57,Mackerel,3,2,Sand,Gadidae,Gadus,morhua,COD,6,No
00001.MTS,17390,27.9893,Bottom Time,22.2273,SA_10,NWM,5.9,,SA10.050718,2018,05/07/2018,08:43,09:57,Mackerel,3,2,Sand,Gadidae,Merlangius,merlangus,WHI,1,No
00001.MTS,3188,18.5213,Bottom Time,12.7593,SA_10,NWM,5.9,,SA10.050718,2018,05/07/2018,08:43,09:57,Mackerel,3,2,Sand,Gadidae,Trispoterus,minutus,PCO,1,No
00003.MTS,5571,52.5087,Bottom Time,46.7467,SA_10,NWM,5.9,,SA10.050718,2018,05/07/2018,08:43,09:57,Mackerel,3,2,Sand,Portunidae,Carcinus,maenas,SHC,1,No
00001.MTS,23147,31.8273,Bottom Time,26.0653,SA_10,NWM,5.9,,SA10.050718,2018,05/07/2018,08:43,09:57,Mackerel,3,2,Sand,Semaeostomeae,Cyanea,capillata,LOM,1,No
00000.MTS,17885,11.9233,Bottom Time,5.16,SA_11,NWM,37.9,,SA11.050718,2018,05/07/2018,08:55,10:14,Mackerel,1,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
00001.MTS,2844,18.284,Bottom Time,11.5207,SA_11,NWM,37.9,,SA11.050718,2018,05/07/2018,08:55,10:14,Mackerel,1,2,Mud,Gobiidae,Gobiusculus,flavescens,TSG,1,No
00001.MTS,10675,23.5047,Bottom Time,16.7413,SA_11,NWM,37.9,,SA11.050718,2018,05/07/2018,08:55,10:14,Mackerel,1,2,Mud,Paguridae,Pagurus,bernhardus,HRC,1,No
00002.MTS,9621,38.992,Bottom Time,32.2287,SA_11,NWM,37.9,,SA11.050718,2018,05/07/2018,08:55,10:14,Mackerel,1,2,Mud,Pleuronectidae,Limanda,limanda,CDA,1,No
R00005.MTS,10091,102.7667,Bottom Time,95.3273,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Asteriidae,Asterias,rubens,CSF,1,No
R00000.MTS,12089,116.21,Bottom Time,108.7707,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Callionmidae,Callionymus,lyra,DRA,1,No
R00000.MTS,15432,118.4387,Bottom Time,110.9993,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Gadidae,Gadus,morhua,COD,2,No
R00000.MTS,18325,120.3673,Bottom Time,112.928,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Gadidae,Melanogrammus,aeglefinus,HAD,4,No
R00000.MTS,23508,123.8227,Bottom Time,116.3833,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Gadidae,Merlangius,merlangus,WHI,1,No
R00005.MTS,447,96.3373,Bottom Time,88.898,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Galatheidae,Munida,rugosa,SQL,1,No
R00002.MTS,3380,126.816,Bottom Time,119.3767,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Paguridae,Pagurus,bernhardus,HRC,1,No
R00000.MTS,21010,122.1573,Bottom Time,114.718,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Pleuronectidae,Limanda,limanda,CDA,6,No
R00003.MTS,23053,156.1473,Bottom Time,148.708,SA_12,NWM,26.2,Left cam faulty,SA12.050718,2018,05/07/2018,09:11,10:43,Mackerel,2,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00008.MTS,7944,54.0787,Bottom Time,48.356,SA_13,NWM,7.79,,SA13.050718,2018,05/07/2018,10:05,11:06,Mackerel,3,2,AGP,Gadidae,Gadus,morhua,COD,5,No
00005.MTS,24194,16.1293,Bottom Time,10.4067,SA_13,NWM,7.79,,SA13.050718,2018,05/07/2018,10:05,11:06,Mackerel,3,2,AGP,Gadidae,Pollachius,pollachius,POL,3,No
00005.MTS,15448,10.2987,Bottom Time,4.576,SA_13,NWM,7.79,,SA13.050718,2018,05/07/2018,10:05,11:06,Mackerel,3,2,AGP,Paguridae,Pagurus,bernhardus,HRC,1,No
00007.MTS,8201,38.058,Bottom Time,32.3353,SA_13,NWM,7.79,,SA13.050718,2018,05/07/2018,10:05,11:06,Mackerel,3,2,AGP,Portunidae,Carcinus,maenas,SHC,1,No
00007.MTS,17388,44.1827,Bottom Time,38.46,SA_13,NWM,7.79,,SA13.050718,2018,05/07/2018,10:05,11:06,Mackerel,3,2,AGP,Portunidae,Necora,puber,VSC,2,No
00005.MTS,20066,13.3773,Bottom Time,7.6547,SA_13,NWM,7.79,,SA13.050718,2018,05/07/2018,10:05,11:06,Mackerel,3,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00006.MTS,17143,11.4287,Bottom Time,4.882,SA_14,NWM,37.9,,SA14.050718,2018,05/07/2018,10:31,11:35,Mackerel,2,2,Mud,Ophiothricidae,Ophiothrix,fragilis,CBS,2,No
00008.MTS,20598,30.1233,Bottom Time,24.278,SA_15,NWM,25.2,,SA15.050718,2018,05/07/2018,10:58,12:08,Mackerel,2,2,Sand,Buccinidae,Buccinum,undatum,WLK,1,No
00010.MTS,9446,55.096,Bottom Time,49.2507,SA_15,NWM,25.2,,SA15.050718,2018,05/07/2018,10:58,12:08,Mackerel,2,2,Sand,Gadidae,Gadus,morhua,COD,1,No
00008.MTS,40,16.418,Bottom Time,10.5727,SA_15,NWM,25.2,,SA15.050718,2018,05/07/2018,10:58,12:08,Mackerel,2,2,Sand,Gadidae,Melanogrammus,aeglefinus,HAD,5,No
00008.MTS,6993,21.0533,Bottom Time,15.208,SA_15,NWM,25.2,,SA15.050718,2018,05/07/2018,10:58,12:08,Mackerel,2,2,Sand,Gadidae,Merlangius,merlangus,WHI,1,No
00010.MTS,8212,54.2733,Bottom Time,48.428,SA_15,NWM,25.2,,SA15.050718,2018,05/07/2018,10:58,12:08,Mackerel,2,2,Sand,Gadidae,Trispoterus,minutus,PCO,16,No
00007.MTS,6811,4.5407,Landing Time,1.7013,SA_15,NWM,25.2,,SA15.050718,2018,05/07/2018,10:58,12:08,Mackerel,2,2,Sand,Ophiothricidae,Ophiothrix,fragilis,CBS,1,No
00009.MTS,11706,40.3947,Bottom Time,34.5493,SA_15,NWM,25.2,,SA15.050718,2018,05/07/2018,10:58,12:08,Mackerel,2,2,Sand,Pleuronectidae,Limanda,limanda,CDA,1,No
00010.MTS,17090,11.3933,Bottom Time,6.0153,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Anguillidae,Anguilla,anguilla,EEL,1,No
00012.MTS,16879,43.8667,Bottom Time,38.4887,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Asteriidae,Asterias,rubens,CSF,1,No
00011.MTS,16680,27.52,Bottom Time,22.142,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Gadidae,Gadus,morhua,COD,1,No
00011.MTS,20621,30.1473,Bottom Time,24.7693,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
00014.MTS,12660,73.486,Bottom Time,68.108,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Gadidae,Merlangius,merlangus,WHI,10,No
00011.MTS,12357,24.638,Bottom Time,19.26,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Gadidae,Trispoterus,minutus,PCO,1,No
00013.MTS,13160,57.6033,Bottom Time,52.2253,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Gobiidae,Pomatoschistus,pictus,PGO,2,No
00011.MTS,19742,29.5613,Bottom Time,24.1833,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Paguridae,Pagurus,bernhardus,HRC,3,No
00013.MTS,10392,55.758,Bottom Time,50.38,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Pleuronectidae,Limanda,limanda,CDA,4,No
00012.MTS,20863,46.5227,Bottom Time,41.1447,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Portunidae,Necora,puber,VSC,5,No
00012.MTS,1575,33.664,Bottom Time,28.286,SA_16,NWM,6.53,,SA16.050718,2018,05/07/2018,11:22,13:09,Mackerel,2,2,Sand,Scyliorhinidae,Scyliorhinus,canicula,LSD,4,No
00011.MTS,11008,7.3387,Bottom Time,1.028,SA_17,NWM,32.6,,SA17.050718,2018,05/07/2018,11:54,13:24,Mackerel,3,2,Sand,Asteriidae,Asterias,rubens,CSF,1,No
00016.MTS,1732,82.2947,Bottom Time,75.984,SA_17,NWM,32.6,,SA17.050718,2018,05/07/2018,11:54,13:24,Mackerel,3,2,Sand,Callionmidae,Callionymus,lyra,DRA,1,No
00012.MTS,14121,25.7973,Bottom Time,19.4867,SA_17,NWM,32.6,,SA17.050718,2018,05/07/2018,11:54,13:24,Mackerel,3,2,Sand,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
00013.MTS,3012,34.5833,Bottom Time,28.2727,SA_17,NWM,32.6,,SA17.050718,2018,05/07/2018,11:54,13:24,Mackerel,3,2,Sand,Gadidae,Merlangius,merlangus,WHI,3,No
00011.MTS,20434,13.6227,Bottom Time,7.312,SA_17,NWM,32.6,,SA17.050718,2018,05/07/2018,11:54,13:24,Mackerel,3,2,Sand,Gadidae,Trispoterus,minutus,PCO,1,No
00014.MTS,11183,56.2133,Bottom Time,49.9027,SA_17,NWM,32.6,,SA17.050718,2018,05/07/2018,11:54,13:24,Mackerel,3,2,Sand,Pleuronectidae,Limanda,limanda,CDA,1,No
00014.MTS,23284,64.2807,Bottom Time,57.97,SA_17,NWM,32.6,,SA17.050718,2018,05/07/2018,11:54,13:24,Mackerel,3,2,Sand,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00012.MTS,9999,6.666,Bottom Time,0.948,SA_18,NWM,26,,SA18.050718,2018,05/07/2018,12:33,13:34,Mackerel,3,2,Sand,Asteriidae,Asterias,rubens,CSF,1,No
00014.MTS,821,33.1707,Bottom Time,27.4527,SA_18,NWM,26,,SA18.050718,2018,05/07/2018,12:33,13:34,Mackerel,3,2,Sand,Gadidae,Gadus,morhua,COD,1,No
00012.MTS,23902,15.9347,Bottom Time,10.2167,SA_18,NWM,26,,SA18.050718,2018,05/07/2018,12:33,13:34,Mackerel,3,2,Sand,Gadidae,Merlangius,merlangus,WHI,1,No
00013.MTS,14005,25.744,Bottom Time,20.026,SA_18,NWM,26,,SA18.050718,2018,05/07/2018,12:33,13:34,Mackerel,3,2,Sand,Gadidae,Trispoterus,minutus,PCO,1,No
00015.MTS,10164,55.6133,Bottom Time,49.8953,SA_18,NWM,26,,SA18.050718,2018,05/07/2018,12:33,13:34,Mackerel,3,2,Sand,Pleuronectidae,Limanda,limanda,CDA,2,No
00012.MTS,22823,15.2153,Bottom Time,9.4973,SA_18,NWM,26,,SA18.050718,2018,05/07/2018,12:33,13:34,Mackerel,3,2,Sand,Triglidae,Eutrigla,gurnardus,GGU,1,No
00004.MTS,4197,67.768,Bottom Time,60.346,SA_19,NWM,34.7,,SA19.060718,2018,06/07/2018,09:47,10:55,Mackerel,1,2,Mud,Gadidae,Merlangius,merlangus,WHI,2,No
00002.MTS,14938,42.5467,Bottom Time,35.1247,SA_19,NWM,34.7,,SA19.060718,2018,06/07/2018,09:47,10:55,Mackerel,1,2,Mud,Ophiothricidae,Ophiothrix,fragilis,CBS,6,No
