Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,Station,Year,Date,Time In,Time Out,Bait,Vis,FOV Bias,Habitat,Family,Genus,Species,Code,MaxN,Has fed
SA_F1_260814_C1_1_Lft.avi,240,0.16,HitBottom,0,SA_F1_260814_C1_1,BA,18.7,Frame 1,SA.F1.260814.C1.1,2014,26/08/2014,08:42,09:44,Mackerel,2,2,Gravel,Asteriidae,Marthasterias,glacialis,SSF,1,No
SA_F1_260814_C1_1_Lft.avi,5228,3.4853,StartTime,0.4853,SA_F1_260814_C1_1,BA,18.7,Frame 1,SA.F1.260814.C1.1,2014,26/08/2014,08:42,09:44,Mackerel,2,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,4,No
SA_F1_260814_C1_1_Lft.avi,6598,4.3987,StartTime,1.3987,SA_F1_260814_C1_1,BA,18.7,Frame 1,SA.F1.260814.C1.1,2014,26/08/2014,08:42,09:44,Mackerel,2,2,Gravel,Gobiidae,Pomatoschistus,minutus,SGY,1,No
SA_F1_260814_C1_1_Lft.avi,51927,34.618,StartTime,31.618,SA_F1_260814_C1_1,BA,18.7,Frame 1,SA.F1.260814.C1.1,2014,26/08/2014,08:42,09:44,Mackerel,2,2,Gravel,Gobiidae,Pomatoschistus,pictus,PGO,1,No
SA_F1_260814_C1_1_Lft.avi,4500,3,StartTime,0,SA_F1_260814_C1_1,BA,18.7,Frame 1,SA.F1.260814.C1.1,2014,26/08/2014,08:42,09:44,Mackerel,2,2,Gravel,Hydroid,Hydroid,Hydroid,Hydroid,6,No
SA_F1_260814_C1_1_Lft.avi,17119,11.4127,StartTime,8.4127,SA_F1_260814_C1_1,BA,18.7,Frame 1,SA.F1.260814.C1.1,2014,26/08/2014,08:42,09:44,Mackerel,2,2,Gravel,Inachidae,Macropodia,rostrata,LLS,1,No
SA_F1_260814_C1_1_Lft.avi,12682,8.4547,StartTime,5.4547,SA_F1_260814_C1_1,BA,18.7,Frame 1,SA.F1.260814.C1.1,2014,26/08/2014,08:42,09:44,Mackerel,2,2,Gravel,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_260814_C1_6_Lft.avi,60069,40.046,StartTime,37.046,SA_F1_260814_C1_6,BA,21.3,Frame 1,SA.F1.260814.C1.6,2014,26/08/2014,10:13,11:22,Mackerel,2,2,Gravel,Callionymidae,Callionymus,lyra,DRA,1,No
SA_F1_260814_C1_6_Lft.avi,57693,38.462,StartTime,35.462,SA_F1_260814_C1_6,BA,21.3,Frame 1,SA.F1.260814.C1.6,2014,26/08/2014,10:13,11:22,Mackerel,2,2,Gravel,Gadidae,Gadus,morhua,COD,4,No
SA_F1_260814_C1_6_Lft.avi,12876,8.584,StartTime,5.584,SA_F1_260814_C1_6,BA,21.3,Frame 1,SA.F1.260814.C1.6,2014,26/08/2014,10:13,11:22,Mackerel,2,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
SA_F1_260814_C1_6_Lft.avi,6730,4.4867,StartTime,1.4867,SA_F1_260814_C1_6,BA,21.3,Frame 1,SA.F1.260814.C1.6,2014,26/08/2014,10:13,11:22,Mackerel,2,2,Gravel,Paguroidea,Pagurus,bernhardus,HRC,1,No
SA_F1_260814_C1_6_Lft.avi,76730,51.1533,StartTime,48.1533,SA_F1_260814_C1_6,BA,21.3,Frame 1,SA.F1.260814.C1.6,2014,26/08/2014,10:13,11:22,Mackerel,2,2,Gravel,Polybiidae,Liocarcinus,depurator,HCR,5,No
SA_F1_260814_C1_6_Lft.avi,79947,53.298,StartTime,50.298,SA_F1_260814_C1_6,BA,21.3,Frame 1,SA.F1.260814.C1.6,2014,26/08/2014,10:13,11:22,Mackerel,2,2,Gravel,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
SA_F1_260814_C1_7_Lft.avi,57221,38.1473,StartTime,35.1473,SA_F1_260814_C1_7,SE,21,Frame 1,SA.F1.260814.C1.7,2014,26/08/2014,11:35,12:26,Mackerel,1,1,Sand,Cyaneidae,Cyanea,capillata,LOM,1,No
SA_F1_260814_C1_7_Lft.avi,19095,12.73,StartTime,9.73,SA_F1_260814_C1_7,SE,21,Frame 1,SA.F1.260814.C1.7,2014,26/08/2014,11:35,12:26,Mackerel,1,1,Sand,Gadidae,Melanogrammus,aeglefinus,HAD,3,No
SA_F1_260814_C1_7_Lft.avi,39213,26.142,StartTime,23.142,SA_F1_260814_C1_7,SE,21,Frame 1,SA.F1.260814.C1.7,2014,26/08/2014,11:35,12:26,Mackerel,1,1,Sand,Gadidae,Merlangius,merlangus,WHI,1,No
SA_F1_270814_C2_12_Lft.avi,40352,26.9013,StartTime,23.9013,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Blenniidae,Blennius,ocellaris,BBN,1,No
SA_F1_270814_C2_12_Lft.avi,7022,4.6813,StartTime,1.6813,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Gadidae,Gadus,morhua,COD,3,No
SA_F1_270814_C2_12_Lft.avi,45679,30.4527,StartTime,27.4527,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Gobiidae,Pomatoschistus,pictus,PGO,3,No
SA_F1_270814_C2_12_Lft.avi,40569,27.046,StartTime,24.046,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Paguroidea,Pagurus,bernhardus,HRC,1,No
SA_F1_270814_C2_12_Lft.avi,3137,2.0913,HitBottom,1.6527,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Pectinidae,Pecten,maximus,KSC,1,No
SA_F1_270814_C2_12_Lft.avi,31491,20.994,StartTime,17.994,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Pleuronectidae,Pleuronectes,platessa,PLA,1,No
SA_F1_270814_C2_12_Lft.avi,9612,6.408,StartTime,3.408,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_270814_C2_12_Lft.avi,58392,38.928,StartTime,35.928,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Polybiidae,Necora,puber,VSC,1,No
SA_F1_270814_C2_12_Lft.avi,16009,10.6727,StartTime,7.6727,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Portunidae,Carcinus,maenas,SHC,1,No
SA_F1_270814_C2_12_Lft.avi,60669,40.446,StartTime,37.446,SA_F1_270814_C2_12,SE,15.6,Frame 1,SA.F1.270814.C2.12,2014,27/08/2014,12:29,13:30,Mackerel,3,2,Pebble,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
SA_F1_270814_C2_3_Lft.avi,40505,27.0033,StartTime,24.0033,SA_F1_270814_C2_3,SE,29.2,Frame 1,SA.F1.270814.C2.3,2014,27/08/2014,08:00,09:10,Mackerel,1,1,Mud,Gadidae,Merlangius,merlangus,WHI,1,No
SA_F1_270814_C2_3_Lft.avi,47249,31.4993,StartTime,28.4993,SA_F1_270814_C2_3,SE,29.2,Frame 1,SA.F1.270814.C2.3,2014,27/08/2014,08:00,09:10,Mackerel,1,1,Mud,Ophiuridae,Ophiura,ophiura,SBS,1,No
SA_F1_270814_C2_4_Lft.avi,28784,19.1893,StartTime,16.1893,SA_F1_270814_C2_4,SE,30.9,Frame 1,SA.F1.270814.C2.4,2014,27/08/2014,09:15,10:16,Mackerel,1,1,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,4,No
SA_F1_270814_C2_4_Lft.avi,54170,36.1133,StartTime,33.1133,SA_F1_270814_C2_4,SE,30.9,Frame 1,SA.F1.270814.C2.4,2014,27/08/2014,09:15,10:16,Mackerel,1,1,Mud,Gadidae,Merlangius,merlangus,WHI,1,No
SA_F1_270814_C2_4_Lft.avi,85085,56.7233,LeaveBottom,1.7227,SA_F1_270814_C2_4,SE,30.9,Frame 1,SA.F1.270814.C2.4,2014,27/08/2014,09:15,10:16,Mackerel,1,1,Mud,Gadidae,Trispoterus,minutus,PCO,34,No
SA_F1_270814_C2_4_Lft.avi,6437,4.2913,StartTime,1.2913,SA_F1_270814_C2_4,SE,30.9,Frame 1,SA.F1.270814.C2.4,2014,27/08/2014,09:15,10:16,Mackerel,1,1,Mud,Galatheidae,Munida,rugosa,SQL,1,No
SA_F1_270814_C2_4_Lft.avi,3506,2.3373,HitBottom,1.6067,SA_F1_270814_C2_4,SE,30.9,Frame 1,SA.F1.270814.C2.4,2014,27/08/2014,09:15,10:16,Mackerel,1,1,Mud,Polybiidae,Liocarcinus,depurator,HCR,3,No
SA_F1_270814_C2_8_Lft.avi,34986,23.324,StartTime,20.324,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Asteriidae,Asterias,rubens,CSF,1,No
SA_F1_270814_C2_8_Lft.avi,33582,22.388,StartTime,19.388,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Gadidae,Gadus,morhua,COD,21,No
SA_F1_270814_C2_8_Lft.avi,83711,55.8073,LeaveBottom,0.8067,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Galatheidae,Munida,rugosa,SQL,1,No
SA_F1_270814_C2_8_Lft.avi,16965,11.31,StartTime,8.31,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Gobiidae,Gobiusculus,flavescens,TSG,24,No
SA_F1_270814_C2_8_Lft.avi,67648,45.0987,StartTime,42.0987,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Gobiidae,Pomatoschistus,pictus,PGO,1,No
SA_F1_270814_C2_8_Lft.avi,3078,2.052,HitBottom,1.702,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Paguroidea,Pagurus,bernhardus,HRC,2,No
SA_F1_270814_C2_8_Lft.avi,18267,12.178,StartTime,9.178,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_270814_C2_8_Lft.avi,2604,1.736,HitBottom,1.386,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Polybiidae,Necora,puber,VSC,1,No
SA_F1_270814_C2_8_Lft.avi,28248,18.832,StartTime,15.832,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Portunidae,Carcinus,maenas,SHC,1,No
SA_F1_270814_C2_8_Lft.avi,44272,29.5147,StartTime,26.5147,SA_F1_270814_C2_8,SE,8.4,Frame 1,SA.F1.270814.C2.8,2014,27/08/2014,10:55,12:00,Mackerel,3,3,Algae,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
SA_F1_280714_C3_12_Lft.avi,28735,19.1567,StartTime,16.1567,SA_F1_280714_C3_12,BA,28.6,Frame 1,SA.F1.280714.C3.12,2014,28/07/2014,14:32,15:36,Mackerel,1,2,Sand,Cancridae,Cancer,pagurus,BRC,1,Yes
SA_F1_280714_C3_12_Lft.avi,17287,11.5247,StartTime,8.5247,SA_F1_280714_C3_12,BA,28.6,Frame 1,SA.F1.280714.C3.12,2014,28/07/2014,14:32,15:36,Mackerel,1,2,Sand,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
SA_F1_280714_C3_12_Lft.avi,11316,7.544,StartTime,4.544,SA_F1_280714_C3_12,BA,28.6,Frame 1,SA.F1.280714.C3.12,2014,28/07/2014,14:32,15:36,Mackerel,1,2,Sand,Gadidae,Merlangius,merlangus,WHI,3,No
SA_F1_280714_C3_12_Lft.avi,4500,3,StartTime,0,SA_F1_280714_C3_12,BA,28.6,Frame 1,SA.F1.280714.C3.12,2014,28/07/2014,14:32,15:36,Mackerel,1,2,Sand,Hydroid,Hydroid,Hydroid,Hydroid,1,No
SA_F1_280714_C3_12_Lft.avi,46111,30.7407,StartTime,27.7407,SA_F1_280714_C3_12,BA,28.6,Frame 1,SA.F1.280714.C3.12,2014,28/07/2014,14:32,15:36,Mackerel,1,2,Sand,Paguroidea,Pagurus,bernhardus,HRC,1,No
SA_F1_280714_C4_1_Lft.avi,4500,3,StartTime,0,SA_F1_280714_C4_1,BA_SE,16.6,Frame 1,SA.F1.280714.C4.1,2014,28/07/2014,09:57,10:59,Mackerel,3,2,Gravel,Asteriidae,Asterias,rubens,CSF,1,No
SA_F1_280714_C4_1_Lft.avi,88930,59.2867,LeaveBottom,4.286,SA_F1_280714_C4_1,BA_SE,16.6,Frame 1,SA.F1.280714.C4.1,2014,28/07/2014,09:57,10:59,Mackerel,3,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
SA_F1_280714_C4_1_Lft.avi,615,0.41,HitBottom,0.0707,SA_F1_280714_C4_1,BA_SE,16.6,Frame 1,SA.F1.280714.C4.1,2014,28/07/2014,09:57,10:59,Mackerel,3,2,Gravel,Phyllophoridae,Neopentadactyla,mixta,GSC,3,No
SA_F1_280714_C4_1_Lft.avi,27432,18.288,StartTime,15.288,SA_F1_280714_C4_1,BA_SE,16.6,Frame 1,SA.F1.280714.C4.1,2014,28/07/2014,09:57,10:59,Mackerel,3,2,Gravel,Polybiidae,Liocarcinus,depurator,HCR,2,No
SA_F1_280714_C4_1_Lft.avi,70321,46.8807,StartTime,43.8807,SA_F1_280714_C4_1,BA_SE,16.6,Frame 1,SA.F1.280714.C4.1,2014,28/07/2014,09:57,10:59,Mackerel,3,2,Gravel,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
SA_F1_280714_C4_1_Lft.avi,76907,51.2713,StartTime,48.2713,SA_F1_280714_C4_1,BA_SE,16.6,Frame 1,SA.F1.280714.C4.1,2014,28/07/2014,09:57,10:59,Mackerel,3,2,Gravel,Solasteridae,Crossaster,papposus,SSR,1,No
SA_F1_280714_C4_6_Lft.avi,12561,8.374,StartTime,5.374,SA_F1_280714_C4_6,BA_SE,26,Frame 1,SA.F1.280714.C4.6,2014,28/07/2014,11:34,12:36,Mackerel,2,2,Gravel,Callionymidae,Callionymus,lyra,DRA,1,No
SA_F1_280714_C4_6_Lft.avi,42672,28.448,StartTime,25.448,SA_F1_280714_C4_6,BA_SE,26,Frame 1,SA.F1.280714.C4.6,2014,28/07/2014,11:34,12:36,Mackerel,2,2,Gravel,Cancridae,Cancer,pagurus,BRC,2,No
SA_F1_280714_C4_6_Lft.avi,74956,49.9707,StartTime,46.9707,SA_F1_280714_C4_6,BA_SE,26,Frame 1,SA.F1.280714.C4.6,2014,28/07/2014,11:34,12:36,Mackerel,2,2,Gravel,Gadidae,Merlangius,merlangus,WHI,3,No
SA_F1_280714_C4_6_Lft.avi,58463,38.9753,StartTime,35.9753,SA_F1_280714_C4_6,BA_SE,26,Frame 1,SA.F1.280714.C4.6,2014,28/07/2014,11:34,12:36,Mackerel,2,2,Gravel,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_280714_C4_6_Lft.avi,71667,47.778,StartTime,44.778,SA_F1_280714_C4_6,BA_SE,26,Frame 1,SA.F1.280714.C4.6,2014,28/07/2014,11:34,12:36,Mackerel,2,2,Gravel,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
SA_F1_280714_C4_6_Lft.avi,17704,11.8027,StartTime,8.8027,SA_F1_280714_C4_6,BA_SE,26,Frame 1,SA.F1.280714.C4.6,2014,28/07/2014,11:34,12:36,Mackerel,2,2,Gravel,Triglidae,Eutrigla,gurnardus,GGU,1,No
SA_F1_280714_C4_7_Lft.avi,43152,28.768,StartTime,25.768,SA_F1_280714_C4_7,BA_SE,29.2,Frame 1,SA.F1.280714.C4.7,2014,28/07/2014,12:56,13:56,Mackerel,1,1,Sand,Cancridae,Cancer,pagurus,BRC,1,No
SA_F1_280714_C4_7_Lft.avi,51489,34.326,StartTime,31.326,SA_F1_280714_C4_7,BA_SE,29.2,Frame 1,SA.F1.280714.C4.7,2014,28/07/2014,12:56,13:56,Mackerel,1,1,Sand,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
SA_F1_280714_C4_7_Lft.avi,38346,25.564,StartTime,22.564,SA_F1_280714_C4_7,BA_SE,29.2,Frame 1,SA.F1.280714.C4.7,2014,28/07/2014,12:56,13:56,Mackerel,1,1,Sand,Gadidae,Merlangius,merlangus,WHI,8,No
SA_F1_280714_C4_7_Lft.avi,1365,0.91,HitBottom,,SA_F1_280714_C4_7,BA_SE,29.2,Frame 1,SA.F1.280714.C4.7,2014,28/07/2014,12:56,13:56,Mackerel,1,1,Sand,Hydroid,Hydroid,Hydroid,Hydroid,4,No
SA_F1_280714_C4_7_Lft.avi,25844,17.2293,StartTime,14.2293,SA_F1_280714_C4_7,BA_SE,29.2,Frame 1,SA.F1.280714.C4.7,2014,28/07/2014,12:56,13:56,Mackerel,1,1,Sand,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_280714_C4_7_Lft.avi,38115,25.41,StartTime,22.41,SA_F1_280714_C4_7,BA_SE,29.2,Frame 1,SA.F1.280714.C4.7,2014,28/07/2014,12:56,13:56,Mackerel,1,1,Sand,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
SA_F1_290714_C2_10_Lft.avi,34223,22.8153,StartTime,19.8153,SA_F1_290714_C2_10,BA,22.9,Frame 1,SA.F1.290714.C2.10,2014,29/07/2014,13:20,14:23,Mackerel,1,3,Pebble,Callionymidae,Callionymus,lyra,DRA,1,No
SA_F1_290714_C2_10_Lft.avi,45982,30.6547,StartTime,27.6547,SA_F1_290714_C2_10,BA,22.9,Frame 1,SA.F1.290714.C2.10,2014,29/07/2014,13:20,14:23,Mackerel,1,3,Pebble,Gadidae,Gadus,morhua,COD,1,No
SA_F1_290714_C2_10_Lft.avi,94450,62.9667,LeaveBottom,7.966,SA_F1_290714_C2_10,BA,22.9,Frame 1,SA.F1.290714.C2.10,2014,29/07/2014,13:20,14:23,Mackerel,1,3,Pebble,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
SA_F1_290714_C2_10_Lft.avi,668,0.4453,HitBottom,0.002,SA_F1_290714_C2_10,BA,22.9,Frame 1,SA.F1.290714.C2.10,2014,29/07/2014,13:20,14:23,Mackerel,1,3,Pebble,Hydroid,Hydroid,Hydroid,Hydroid,3,No
SA_F1_290714_C2_10_Lft.avi,26256,17.504,StartTime,14.504,SA_F1_290714_C2_10,BA,22.9,Frame 1,SA.F1.290714.C2.10,2014,29/07/2014,13:20,14:23,Mackerel,1,3,Pebble,Paguroidea,Pagurus,bernhardus,HRC,2,No
SA_F1_290714_C2_10_Lft.avi,63776,42.5173,StartTime,39.5173,SA_F1_290714_C2_10,BA,22.9,Frame 1,SA.F1.290714.C2.10,2014,29/07/2014,13:20,14:23,Mackerel,1,3,Pebble,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_290714_C2_1_Lft.avi,49174,32.7827,StartTime,29.7827,SA_F1_290714_C2_1,BA_SE,4.2,Frame 1,SA.F1.290714.C2.1,2014,29/07/2014,08:54,10:01,Mackerel,2,3,Sand,Gadidae,Merlangius,merlangus,WHI,1,No
SA_F1_290714_C2_1_Lft.avi,40207,26.8047,StartTime,23.8047,SA_F1_290714_C2_1,BA_SE,4.2,Frame 1,SA.F1.290714.C2.1,2014,29/07/2014,08:54,10:01,Mackerel,2,3,Sand,Gobiidae,Pomatoschistus,minutus,SGY,2,No
SA_F1_290714_C2_1_Lft.avi,15391,10.2607,StartTime,7.2607,SA_F1_290714_C2_1,BA_SE,4.2,Frame 1,SA.F1.290714.C2.1,2014,29/07/2014,08:54,10:01,Mackerel,2,3,Sand,Paguroidea,Pagurus,bernhardus,HRC,5,No
SA_F1_290714_C2_1_Lft.avi,4582,3.0547,StartTime,0.0547,SA_F1_290714_C2_1,BA_SE,4.2,Frame 1,SA.F1.290714.C2.1,2014,29/07/2014,08:54,10:01,Mackerel,2,3,Sand,Polybiidae,Liocarcinus,depurator,HCR,2,No
SA_F1_290714_C2_1_Lft.avi,15942,10.628,StartTime,7.628,SA_F1_290714_C2_1,BA_SE,4.2,Frame 1,SA.F1.290714.C2.1,2014,29/07/2014,08:54,10:01,Mackerel,2,3,Sand,Portunidae,Carcinus,maenas,SHC,2,No
SA_F1_290714_C2_1_Lft.avi,64259,42.8393,StartTime,39.8393,SA_F1_290714_C2_1,BA_SE,4.2,Frame 1,SA.F1.290714.C2.1,2014,29/07/2014,08:54,10:01,Mackerel,2,3,Sand,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
SA_F1_290714_C2_6_Lft.avi,4500,3,StartTime,0,SA_F1_290714_C2_6,BA_SE,5.4,Frame 1,SA.F1.290714.C2.6,2014,29/07/2014,10:34,11:46,Mackerel,3,3,Sand,Cerianthidae,Cerianthus,lloydii,BUA,3,No
SA_F1_290714_C2_6_Lft.avi,49031,32.6873,StartTime,29.6873,SA_F1_290714_C2_6,BA_SE,5.4,Frame 1,SA.F1.290714.C2.6,2014,29/07/2014,10:34,11:46,Mackerel,3,3,Sand,Gobiidae,Pomatoschistus,minutus,SGY,1,No
SA_F1_290714_C2_6_Lft.avi,24338,16.2253,StartTime,13.2253,SA_F1_290714_C2_6,BA_SE,5.4,Frame 1,SA.F1.290714.C2.6,2014,29/07/2014,10:34,11:46,Mackerel,3,3,Sand,Polybiidae,Liocarcinus,depurator,HCR,2,No
SA_F1_290714_C2_6_Lft.avi,58598,39.0653,StartTime,36.0653,SA_F1_290714_C2_6,BA_SE,5.4,Frame 1,SA.F1.290714.C2.6,2014,29/07/2014,10:34,11:46,Mackerel,3,3,Sand,Triglidae,Eutrigla,gurnardus,GGU,1,No
SA_F1_290714_C2_7_Lft.avi,8967,5.978,StartTime,2.978,SA_F1_290714_C2_7,BA,22.5,Frame 1,SA.F1.290714.C2.7,2014,29/07/2014,12:09,13:10,Mackerel,2,2,Gravel,Cancridae,Cancer,pagurus,BRC,1,No
SA_F1_290714_C2_7_Lft.avi,18004,12.0027,StartTime,9.0027,SA_F1_290714_C2_7,BA,22.5,Frame 1,SA.F1.290714.C2.7,2014,29/07/2014,12:09,13:10,Mackerel,2,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,7,No
SA_F1_290714_C2_7_Lft.avi,46993,31.3287,StartTime,28.3287,SA_F1_290714_C2_7,BA,22.5,Frame 1,SA.F1.290714.C2.7,2014,29/07/2014,12:09,13:10,Mackerel,2,2,Gravel,Gadidae,Merlangius,merlangus,WHI,1,No
SA_F1_290714_C2_7_Lft.avi,27464,18.3093,StartTime,15.3093,SA_F1_290714_C2_7,BA,22.5,Frame 1,SA.F1.290714.C2.7,2014,29/07/2014,12:09,13:10,Mackerel,2,2,Gravel,Gadidae,Trispoterus,minutus,PCO,1,No
SA_F1_290714_C2_7_Lft.avi,64262,42.8413,StartTime,39.8413,SA_F1_290714_C2_7,BA,22.5,Frame 1,SA.F1.290714.C2.7,2014,29/07/2014,12:09,13:10,Mackerel,2,2,Gravel,Galatheidae,Munida,rugosa,SQL,1,No
SA_F1_290714_C2_7_Lft.avi,95300,63.5333,LeaveBottom,8.5327,SA_F1_290714_C2_7,BA,22.5,Frame 1,SA.F1.290714.C2.7,2014,29/07/2014,12:09,13:10,Mackerel,2,2,Gravel,Paguroidea,Pagurus,bernhardus,HRC,1,No
SA_F1_290714_C2_7_Lft.avi,42222,28.148,StartTime,25.148,SA_F1_290714_C2_7,BA,22.5,Frame 1,SA.F1.290714.C2.7,2014,29/07/2014,12:09,13:10,Mackerel,2,2,Gravel,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_300614_C4_1_Lft.avi,60993,40.662,StartTime,37.662,SA_F1_300614_C4_1,BA,42,Frame 1,SA.F1.300614.C4.1,2014,30/06/2014,10:43,11:53,Mackerel,1,1,Mud,Gadidae,Merlangius,merlangus,WHI,1,No
SA_F1_300614_C4_1_Lft.avi,14198,9.4653,StartTime,6.4653,SA_F1_300614_C4_1,BA,42,Frame 1,SA.F1.300614.C4.1,2014,30/06/2014,10:43,11:53,Mackerel,1,1,Mud,Galatheidae,Munida,rugosa,SQL,1,No
SA_F1_300614_C4_1_Lft.avi,76052,50.7013,StartTime,47.7013,SA_F1_300614_C4_1,BA,42,Frame 1,SA.F1.300614.C4.1,2014,30/06/2014,10:43,11:53,Mackerel,1,1,Mud,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_300614_C4_1_Lft.avi,4548,3.032,StartTime,0.032,SA_F1_300614_C4_1,BA,42,Frame 1,SA.F1.300614.C4.1,2014,30/06/2014,10:43,11:53,Mackerel,1,1,Mud,Asterinidae,Asterina,gibbosa,CSR,1,No
SA_F1_300614_C4_1_Lft.avi,28221,18.814,StartTime,15.814,SA_F1_300614_C4_1,BA,42,Frame 1,SA.F1.300614.C4.1,2014,30/06/2014,10:43,11:53,Mackerel,1,1,Mud,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
SA_F1_300614_C4_4_Lft.avi,52018,34.6787,StartTime,31.6787,SA_F1_300614_C4_4,BA,40,Frame 1,SA.F1.300614.C4.4,2014,30/06/2014,12:06,13:08,Mackerel,1,1,Mud,Gadidae,Merlangius,merlangus,WHI,1,No
SA_F1_300614_C4_4_Lft.avi,47374,31.5827,StartTime,28.5827,SA_F1_300614_C4_4,BA,40,Frame 1,SA.F1.300614.C4.4,2014,30/06/2014,12:06,13:08,Mackerel,1,1,Mud,Gadidae,Trispoterus,minutus,PCO,1,No
SA_F1_300614_C4_4_Lft.avi,37292,24.8613,StartTime,21.8613,SA_F1_300614_C4_4,BA,40,Frame 1,SA.F1.300614.C4.4,2014,30/06/2014,12:06,13:08,Mackerel,1,1,Mud,Galatheidae,Munida,rugosa,SQL,1,No
SA_F1_300614_C4_4_Lft.avi,48239,32.1593,StartTime,29.1593,SA_F1_300614_C4_4,BA,40,Frame 1,SA.F1.300614.C4.4,2014,30/06/2014,12:06,13:08,Mackerel,1,1,Mud,Polybiidae,Liocarcinus,depurator,HCR,1,No
SA_F1_310714_C2_11_Rt_v1.avi,79446,52.964,StartTime,49.964,SA_F1_310714_C2_11,BA,24.6,Frame 1,SA.F1.310714.C2.11,2014,31/07/2014,13:37,14:42,Mackerel,1,2,Sand,Callionymidae,Callionymus,lyra,DRA,1,No
SA_F1_310714_C2_11_Rt_v1.avi,48024,32.016,StartTime,29.016,SA_F1_310714_C2_11,BA,24.6,Frame 1,SA.F1.310714.C2.11,2014,31/07/2014,13:37,14:42,Mackerel,1,2,Sand,Gadidae,Gadus,morhua,COD,5,No
